-1.611733675003051758e+00,9.133481383323669434e-01,8.523780107498168945e-01,5.901031494140625000e-01,2.546061038970947266e+00,3.383563160896301270e-01,9.709955453872680664e-01,1.804391980171203613e+00,1.903824806213378906e+00,1.030515789985656738e+00
4.323667585849761963e-01,-5.410283058881759644e-02,7.495291233062744141e-01,7.085283994674682617e-01,4.701241552829742432e-01,-9.812706708908081055e-01,1.594065129756927490e-01,-5.288257002830505371e-01,-1.178891658782958984e+00,9.383171200752258301e-01
1.017506599426269531e+00,8.753503561019897461e-01,-9.527338147163391113e-01,-1.340310454368591309e+00,9.167851209640502930e-01,-4.781307578086853027e-01,1.322531580924987793e+00,-1.438245624303817749e-01,4.938807487487792969e-01,2.293405771255493164e+00
1.105305254459381104e-01,4.295157790184020996e-01,4.702883064746856689e-01,6.176275610923767090e-01,1.231046915054321289e+00,8.806368112564086914e-01,1.173157453536987305e+00,2.160614281892776489e-01,9.009131789207458496e-01,-3.502054512500762939e-02
-4.882920067757368088e-03,3.386273384094238281e-01,3.718505799770355225e-01,9.381350129842758179e-02,-3.831172585487365723e-01,-3.956703245639801025e-01,1.884559273719787598e+00,2.538331411778926849e-02,9.232705831527709961e-02,2.504627406597137451e-01
9.853776693344116211e-01,-1.311951041221618652e+00,3.801403939723968506e-02,-1.447893679141998291e-01,-9.064160585403442383e-01,-5.634920597076416016e-01,1.132821813225746155e-01,1.089287281036376953e+00,1.017387658357620239e-01,2.973575592041015625e-01
6.894217729568481445e-01,-1.066696882247924805e+00,2.644632101058959961e+00,8.894112706184387207e-01,-8.385582566261291504e-01,1.095547974109649658e-01,-1.226598918437957764e-01,1.662780493497848511e-01,2.448530673980712891e+00,2.476251125335693359e+00
2.197132587432861328e+00,-5.336231738328933716e-02,6.187551021575927734e-01,2.104854583740234375e-01,-8.124212920665740967e-02,-1.408825069665908813e-01,4.588059902191162109e+00,1.145756959915161133e+00,1.645441353321075439e-01,-4.876191262155771255e-03
-6.929866790771484375e+00,8.831273913383483887e-01,6.028638780117034912e-02,1.190348029136657715e+00,7.790828943252563477e-01,9.791577458381652832e-01,-1.032183170318603516e-01,-1.667241334915161133e+00,-2.101925313472747803e-01,2.334434747695922852e+00
1.116115212440490723e+00,-9.751852750778198242e-01,-5.972157716751098633e-01,1.851676851511001587e-01,1.120639204978942871e+00,-6.599496118724346161e-03,-1.129653573036193848e+00,-2.210949808359146118e-01,5.473424792289733887e-01,-4.948438331484794617e-02
8.184460550546646118e-02,8.337397575378417969e-01,4.082083404064178467e-01,4.992934688925743103e-02,-6.973917484283447266e-01,-3.650089800357818604e-01,1.830439120531082153e-01,1.602814942598342896e-01,4.841180145740509033e-01,-1.314733177423477173e-01
5.268087983131408691e-02,1.596187204122543335e-01,-1.520944386720657349e-01,-2.744043767452239990e-01,1.263489425182342529e-01,5.265231058001518250e-02,-8.092482388019561768e-02,1.004940792918205261e-01,-2.557330429553985596e-01,5.403880402445793152e-02
-4.013114452362060547e+00,-7.144377231597900391e-01,5.271416902542114258e-01,4.352367222309112549e-01,7.715696692466735840e-01,1.699435263872146606e-01,6.018902733922004700e-02,1.430343508720397949e+00,2.334775924682617188e+00,3.295092880725860596e-01
2.907221317291259766e+00,-6.208384037017822266e-02,8.941679596900939941e-01,4.466688930988311768e-01,3.437879681587219238e-01,7.557341456413269043e-01,-3.905862569808959961e+00,1.908398509025573730e+00,7.160775065422058105e-01,1.773603320121765137e+00
-1.449674963951110840e+00,6.004892587661743164e-01,-4.645687639713287354e-01,6.857666969299316406e-01,2.650397539138793945e+00,4.632611572742462158e-01,3.514448404312133789e-01,1.156297802925109863e+00,-9.469329714775085449e-01,8.157759904861450195e-01
5.855426192283630371e-02,4.652030467987060547e-01,-4.938078522682189941e-01,-2.898906171321868896e-01,3.773543983697891235e-02,7.671867609024047852e-01,-7.778204977512359619e-02,6.529171764850616455e-02,-5.834385156631469727e-01,1.455346107482910156e+00
3.697736263275146484e-01,3.780798614025115967e-01,2.183370590209960938e-01,3.627308309078216553e-01,7.010673731565475464e-02,9.341453760862350464e-02,-7.151859402656555176e-01,-7.680903673171997070e-01,-3.915349766612052917e-02,2.972131781280040741e-02
-8.119850158691406250e-01,-8.916167169809341431e-02,-7.109637558460235596e-02,-6.834099441766738892e-02,-3.252129852771759033e-01,-2.537852227687835693e-01,1.183638349175453186e-01,-2.798601984977722168e-01,-8.494253456592559814e-02,-5.557306483387947083e-02
-3.754022836685180664e+00,1.246820688247680664e+00,5.622435733675956726e-02,2.911746501922607422e-01,2.012643337249755859e+00,-2.329340577125549316e-01,-3.844040334224700928e-01,1.515962243080139160e+00,3.575873136520385742e+00,6.072919964790344238e-01
6.922898292541503906e-01,5.073993802070617676e-01,-2.057372778654098511e-01,1.610035896301269531e-01,-7.029177188873291016e+00,-1.423640102148056030e-01,1.703594923019409180e+00,3.444382846355438232e-01,-3.536636233329772949e-01,7.389645576477050781e-01
